id,user_screen,original_author,user_id,favorite_count,retweet_count,user_following,user_followers,user_friends,user_statuses,tweet_text
782631560553992000,HandsOffOurGuns,Null,1404148646,0,0,FALSE,113,0,40771,Clinton/POTUS Taliban loyalists Must embed in US Forces https://t.co/ILBVdunDqJ #RT @FallenAngelMovi #TCOT #CCOT https://t.co/YXDbNDlKut
782631562135339000,pwill50759_paul,Null,2516892130,0,0,FALSE,29,187,1135,Trump campaign manager Kellyanne Conway called Americans â€˜pigs' https://t.co/s7msqQm13t
782631562626032000,DUDLEYDUDLER,Null,122201467,0,0,FALSE,53,190,4771,SNL WAS GREAT!! but could have done much more sarcasm--next show perhaps. https://t.co/iGxM5G98DF
782631563783655000,TinaMorphis,kylegriffin1,942422990,0,309,FALSE,9100,9671,684952,"RT @kylegriffin1: Harry Reid statement on NYT's Trump tax bombshell: ""As I was saying."" https://t.co/5MZOkQulqN"
782631566526644000,jopernu,AlexUSA1956,3250946606,0,2,FALSE,456,626,56258,RT @AlexUSA1956: Rudy Giuliani Just Made Donald Trump's Tax Return Problems Even Worse via @politicususa https://t.co/RDveAWNYPy
782631564739961000,kvconner,Null,701207138,0,0,FALSE,3259,4519,249986,I hope this family is gaining help and support after having survived so much from the assaults of Trump and his supporters. https://t.co/EnKSXWRyum
782631563062186000,brokerbev1,jjauthor,767500274151731000,0,168,FALSE,83,381,20315,"RT @jjauthor: Wow! @nytimes ""finds"" 21 year old tax returns but can't find #HilLIARy's @ClintonFdn, emails, Benghazi, Russian uranium, 9/11â€¦"
782631559295701000,ada_lso,SophiaBush,17566134,0,42,FALSE,1766,4976,164605,RT @SophiaBush: I just can't... ðŸ’€ https://t.co/oKxb2ypxkJ
782631562483380000,frontendalign,SheriffClarke,122579721,0,1492,FALSE,34,126,1149,RT @SheriffClarke: Mainstream media is attacking Donald Trump with everything they have. The American people will swing back on Nov 8th httâ€¦
782631563439792000,johnathonm,Null,8802862,1,0,FALSE,994,1750,20852,"We have a presidential candidate who ""wrestled"" on WWE. Then shaved Vince McMan's head #Election2016"
782631557081084000,2nd_To_None,Null,842217397,1,1,FALSE,62906,67014,47913,Trump Demands Obama Not Pardon Hillary https://t.co/DPjRCtqz0r @nytimes @cnn @msnbc @latimes @naacp @Telemundo @Univision @washingtonpost
782631557051904000,pwilson720,Null,11421782,1,0,FALSE,4423,3296,54682,#TrumpTaxes #TrumpTaxReturns https://t.co/ZRNOyg4pyA
782631565352329000,CindyWard731,DeanObeidallah,959131778,0,36,FALSE,1377,1942,16802,"RT @Deanofcomedy: ""Trump declined opportunity to contribute to NJ Vietnam Veteransâ€™ Memorial Fund, NJ Wildlife Conservation Fund or Childreâ€¦"
782631555495756000,ConAcento_not,Null,2828126160,0,0,FALSE,1950,431,79561,#Internacional Donald Trump pudo haber evadido pagar impuestos durante 20 aÃ±os https://t.co/v2nsJcaxaR https://t.co/2dcQx2cqjr
782631565826396000,dksmedley4,nyc118,2892854271,0,11,FALSE,695,1326,117645,"RT @nyc118: @MarkHalperin They really are the three stooges: Trump, Christie and Giuliani."
782631561581752000,teh_goat,Null,724533624,0,0,FALSE,398,497,10791,"@girlsreallyrule Next time Trump screams about ""crooked"" Hillary,  remember his Tax avoidance"
782631559950111000,c_cgottlieb,Null,602274330,0,0,FALSE,5224,3665,291637,"Or as the election has evolved, media ignore Hillary and attack Trump. https://t.co/vu7yrF95YN"
782631563288801000,DrElifCindik,Null,942250994,0,0,FALSE,1005,885,3469,"Donald Trump Tax Records Show He Could Have Avoided Taxes for Nearly Two Decades, The Times Found https://t.co/TzKNaewBy1"
782631559929225000,danymesaok,KarelBecerra,519784247,0,6,FALSE,2707,2385,36167,RT @KarelBecerra: Donald Trump speaks at the Cuban American National Foundation (11/15/1999) #Cuba https://t.co/AxlpReCepm
782631563963933000,shewarnedus,TheBriefing2016,586853452,0,209,FALSE,17968,11791,107812,"RT @TheBriefing2016: Donald Trump changed his tax plan, again.

He made it even worse for the middle class. https://t.co/AKm53Br7AC https:/â€¦"
782631563510985000,DarkMoe3,bmangh,988650336,0,2,FALSE,2090,2474,92786,RT @bmangh: Rudy Giuliani Just Made Donald Trump's Tax Return Problems Even Worse https://t.co/SvNYFX6VZ3
782631560457642000,HarryHayfield,EuropeElects,14201709,0,81,FALSE,958,1681,23882,"RT @EuropeElects: Hungary: National Election Commission: #QuotaReferendum's turnout expected to be &lt;50%. So it's invalid, defeat for #Orbanâ€¦"
782631557542605000,edgery,Null,7496742,1,2,FALSE,2539,3457,177168,"As early votes polls open &amp; on Nov 8, be prepared to report it. DOJ: (202) 307-2767, (800) 253-3931 https://t.co/jT1pRmxaZB"
782631559459381000,wssrstrm,ZacMcCrary,12434632,0,4,FALSE,3236,1581,30798,"RT @ZacMcCrary: It's like Kennedy / Nixon. 

People who watched debate on TV think HRC won. Those who watched Paul Blart instead, give edgeâ€¦"
782631564601459000,colefannin,benjaminmoser,53042506,0,24082,FALSE,418,484,11772,"RT @benjaminmoser: If you're applauding Trump's gaming of the system, I never want to hear your thoughts about who's taking advantage of weâ€¦"
782631559966908000,KalleAlmer,Null,1563099056,0,0,FALSE,65,33,4958,Not paying taxes good for billionaires like smart(ass) Trump-not so much for the economy of poor folks and the country.
782631564853256000,dale_callihan,AnLALawyer,713582080291172000,0,18,FALSE,32383,30761,238329,"RT @TeddyDavisCNN: Sanders â€˜disgustedâ€™ by Trump not paying fed income taxes: says it's a sign of a ""corrupt political system"" #CNNSotu httpâ€¦"
782631559434076000,AndiAnderson406,thehill,1219357794,0,39,FALSE,1110,2125,2941,RT @thehill: WATCH: Trump and Clinton advisers face off on SNL  https://t.co/JSObG85ujW https://t.co/WZlINXaCDZ
782631563431326000,HuckMS,RubinReport,1245151572,0,203,FALSE,180,679,7980,RT @RubinReport: If Trump did something illegal then get him on that. If he just used the system then it proves the system is broken. That'â€¦
782631562282140000,MiamiMetroBugle,Null,3314715182,0,0,FALSE,161,9,189527,Giuliani says Trump is better for the US â€˜than aÂ womanâ€™ https://t.co/aS9e9qv3X2
782631564970713000,rickybyduty,norcoreano,700349458425475000,0,1053,FALSE,77,20,965,RT @norcoreano: He soÃ±ado que estaba en 2018 en la cumbre del G-20 y Susana DÃ­az y Putin tenÃ­an que sujetarme para que le partiese la caraâ€¦
782631562726834000,creeper6548,Null,471626623,0,0,FALSE,1412,2205,116102,"Most Blacks are with her, we aren't Stupid, refuse to go back to the 50""with Demented Trump, believe me https://t.co/Wp5SgnomK7"
782631566958666000,CreliaKay,EdGlavin,4347726914,0,50,FALSE,860,2970,47407,"RT @EdGlavin: You guys it's my little punk's birthday today! @EmilyGlavin is 22. She's super smart, beautiful &amp; she's already paid more taxâ€¦"
782631562642793000,tearock,sahilkapur,19429449,0,629,FALSE,1016,3149,141920,"RT @sahilkapur: ""As I was saying."" @SenatorReid releases a statement taking a trolling victory lap on Trump's taxes. https://t.co/2VcBZo7L2M"
782631560713503000,danymesaok,Null,519784247,0,0,FALSE,2707,2385,36167,Donald Trump speaks at the Cuban American National Foundation (11/15/1999) #Cuba https://t.co/0iXqzlvwl1.
782631573241799000,vsansome,JoshuaHoyos,24806248,0,453,FALSE,9607,10678,269062,"RT @JoshuaHoyos: 2 weeks ago, @nytimes Executive Editor Dean Baquet said he would risk jail time to publish Donald Trump's taxes https://t.â€¦"
782631576009974000,CarolCATX,gehrig38,2493602402,0,36,FALSE,831,341,44049,RT @gehrig38: Love it!! https://t.co/bTdDlT01va
782631573040530000,Tikva02,DavidCornDC,153962515,0,372,FALSE,514,865,118427,RT @DavidCornDC: Watch Donald Trump Lecture Americans for Not Paying Taxes. Really. https://t.co/jyukFYiOWI
782631570532397000,SybilT2,Null,242975331,1,0,FALSE,5518,1749,162720,As Bernie Sanders himself has said. https://t.co/NvvJXcQJFB
782631575393415000,auntbea23,gs777gs777,1514534004,0,4,FALSE,3676,3708,43665,RT @gs777gs777: Hypocrite Hillary Clinton and how she screws the @IRS by Tax evasion ! https://t.co/YDPdrkd5Jh
782631571664798000,CherylCharette,WesSmith123,400499793,0,723,FALSE,162,121,60577,"RT @WesSmith123: Only Cowards, Crooks &amp; Con-Men hide their taxes. Which is Trump? #LastTimeTrumpPaidTaxes #TrumpTaxes #NOTPAYINGTAXES #NYTâ€¦"
782631576618230000,HOESARTORIUS,Null,3060915307,0,0,FALSE,1151,5,46851,'Saturday Night Live' scores its highest premiere rating since 2008: The presidential election campaign and A... https://t.co/viVc8p9E91
782631572394668000,guysmiley22,anne_theriault,94568609,0,22,FALSE,5318,1108,90206,RT @anne_theriault: Presumably in an effort to make a point about how all Trump supporters are delusional or whatever.
782631567059460000,DCLindholm,Null,335090557,0,0,FALSE,1438,4971,68980,Serious ??: Was @ChrisChristie wearing lip gloss on @FoxNewsSunday? (Not that I was listening to the bs spin on Trump's bad behavior anyway)
782631571954295000,SciFactivist,lorischovanec,740689700403487000,0,242,FALSE,987,4104,18897,RT @lorischovanec: CIA warned Hillary she was arming terrorist she committed a felony she is reckless and dangerous wake up vote Trump httpâ€¦
782631570297455000,wildfirered98,Null,41745189,2,1,FALSE,2636,4806,85858,Clinton says wave of shootings show need to protect children https://t.co/ByRfCXzd4d
782631571425751000,MJanekenny,Null,759902972583215000,0,0,FALSE,441,585,8498,@RedState Trump losing votes from senior citizens? Looks like smart Mellennial grandkids talking them into voting Libertairian.Gary can win!
782631572382093000,Chrissy_ES,Null,2830622751,0,0,FALSE,59,187,1272,@KellyTatiR oh...weird... it was the vid of trump and the girls :/
782631570851127000,inyourface34,Null,4234566983,0,0,FALSE,2744,0,46382,"TRUMP HOTEL in DC vandalized by #BlackLivesMatter.
\. https://t.co/77l4KZRltd 1\5"
782631570410791000,EnterDaDome,HillaryClinton,119594272,0,10626,FALSE,13743,1288,264279,"RT @HillaryClinton: Trump ""apparently got to avoid paying taxes for nearly two decadesâ€”while tens of millions of working families paid theiâ€¦"
782631573854257000,NotifyrInc,Null,1837604520,0,0,FALSE,1929,518,46544,Poll: #HillaryClinton scores popularity points post-debate  #Election2016 https://t.co/IHGLAzrqs5
782631571304002000,1varn,Null,251497687,0,0,FALSE,23,111,4921,@mazumdar_sid @MrsGandhi @gsurya @avinashk1975 to win election khans took d surname of gandhi in place of KHAN
782631568237929000,PBOTrans,howrad,4074002353,0,5,FALSE,1142,80,2111,"RT @howrad: Before DIY Clinton st crosswalk, hardly anyone driving or biking would yield for us walking across to preschool. Drastic compliâ€¦"
782631573569041000,Montgomery_bjm,StephenKing,2229273212,0,15711,FALSE,10694,11229,134425,"RT @StephenKing: The more I read about and listen to Donald Trump, the more appalled I am. Not as a Democrat; as a human being. A genuinelyâ€¦"
782631569274073000,agbofranklin5,Lagartija_Nix,718954115213234000,0,120,FALSE,196,850,21925,RT @Lagartija_Nix: Why Did Saudis &amp; Gulf Tyrannies Donate Millions To Clinton Foundation? https://t.co/WLUmOBHLjQ via @peoplesvoice_tv
782631568393155000,Amyargent2,Null,4918353673,0,1,FALSE,1209,3933,23129,Bernie Sanders defends Clinton over leaked comments on his supporters https://t.co/fkubj1339e
782631569991369000,MiniJDR,norcoreano,1394428298,0,1053,FALSE,343,386,12497,RT @norcoreano: He soÃ±ado que estaba en 2018 en la cumbre del G-20 y Susana DÃ­az y Putin tenÃ­an que sujetarme para que le partiese la caraâ€¦
782631569181676000,rowast,erinscafe,4450541,0,2,FALSE,1955,3733,716185,"RT @erinscafe: Trump says only idiots pay taxes they can avoid, right?

Let's give him the benefit of the doubt and assume he paid no taxesâ€¦"
782631572310663000,ladyoftheleft,Null,725045524999467000,1,0,FALSE,140,410,2361,ðŸ˜‚ðŸ‘ðŸ¼ðŸ‘ðŸ¼ yup.. the lying orange con artist will say anything at this point https://t.co/bvpmCrrna9
782631568800096000,majid7_abdul,FoxNews,2597920868,0,731,FALSE,420,414,133881,"RT @FoxNews: .@GenFlynn: ""[Trump] knows more about the tax situation in this country than [HRC] ever will... and he has a great plan to fixâ€¦"
782631569903059000,perpetualpam,Null,56131775,0,0,FALSE,407,293,26350,@HillaryClinton: A Career Criminal https://t.co/xaBxDO9Tfu https://t.co/EJXO8pNT9C
782631571157193000,yportbill,Null,21531121,0,0,FALSE,206,100,450704,WATCH: Refugee Gives Jaw-Dropping Interview Defending Trump's Muslim Immigration Ban - Breitbart https://t.co/HuRDWhpiA3
782631576836256000,yvonne_gulley,KellyannePolls,3317452003,0,3307,FALSE,401,144,58616,RT @KellyannePolls: Trump 5 points ahead of Hillary in @latimes national #poll. With a double-digit lead among middle class voters: 54.8% tâ€¦
782631570565833000,brianbeutler,haroldpollack,21696279,0,3,FALSE,188277,952,167639,RT @haroldpollack: Trump's tax returns call to mind Romney's one glaring personal ethical lapse from 2012. That huge IRA bothered me more tâ€¦
782631571186553000,Lewishness,asmamk,850220826,0,161,FALSE,189,349,10138,"RT @asmamk: The full ""grandma"" quote from Hillary Clinton today at a black church in North Carolina. https://t.co/5WfNxLasQv"
782631571635352000,mexicorelnews,Null,3728710035,0,0,FALSE,146,0,386489,NotRel: Solo yo puedo arreglar el esquema fiscal de EU Trump -Milenio.com- https://t.co/MxpZEe82iP
782631572545544000,queenbellecar,Null,3588324133,0,0,FALSE,944,4729,24063,Ingenious all aroundðŸ‘ @JGCarpenter79 https://t.co/yQnwlsKlSx
782631568590242000,Lorrilala,Null,94353204,0,0,FALSE,1844,2910,24191,I'm pretty sure Mr. Cuban does everything possibly to get his taxable income down as low as possible as well...don't we all? https://t.co/2r5F6mRYBd
782631573426283000,mexicorelnews,Null,3728710035,0,0,FALSE,146,0,386489,NotRel: Aseguran que Trump eludio 18 anos al fisco -Milenio.com- https://t.co/K1eKWnVXsj
782631568321819000,CallMeDave,MicahZenko,3636371,0,333,FALSE,244,1015,12909,"RT @MicahZenko: How does a business genius lose $916M in a year the stock market returned 37%?

Unless it was a Brewster's Millions-like waâ€¦"
782631570779746000,bazmi119,Null,109534024,0,0,FALSE,1195,1761,56944,"#news Trump's unsubstantiated charge that Clinton cheated on her husband is 'fair game,' Giuliani says https://t.co/9oNaaatynp"
782631570133885000,10903,Null,234922535,0,0,FALSE,3310,3551,393357,"IF COLIN POWELL'S hacked EMAILS said

TRUMP instead BILL was ""still DICKING BIMBO's""

NANCY say: I REMEMBER when I was hit on LOL 

@cspanwj https://t.co/rrbzcGdWxc"
782631569148224000,JuiceTheBrain,ThereseOSulliv2,2822259777,0,2,FALSE,1415,1661,25714,"RT @ThereseOSulliv2: Christie defends Trump's leaked tax return, says nothing illegal, 'no apologies' https://t.co/WFjawa7JzM via the @FoxNâ€¦"
782631567701185000,franca_pec,Null,750309842607374000,1,1,FALSE,134,160,9554,@HunterHRC2016 @CNNPolitics @ericbradner @Alasscan_ deplorables would cheer about something like this! The worst deplorable is trump !
782631569856930000,swedetobeat,Null,65405641,1,0,FALSE,493,306,117837,"A mirage that apparently 50% of Americans couldn't care less about, or are too stupid to understand. What does that say about our country? https://t.co/Gf0LKK6FqL"
782631573149581000,SuperDanne1000,Null,407356109,0,0,FALSE,1110,0,52345,Shameful! https://t.co/3O2AnvcwEr
782631568183439000,1Praised,Null,3577303464,0,0,FALSE,1834,52,2771,@NoChillPosts @HillaryClinton trump supporters are koons
782631576987247000,MiamiMetroBugle,Null,3314715182,0,0,FALSE,161,9,189527,Clinton says wave of shootings show need to protectÂ children https://t.co/7hkTMnZSwn
782631571899622000,ljuarez65,jheil,3289097660,0,70,FALSE,435,2316,28354,RT @jheil: One of the great @nbcsnl cold opens ever last night â€” @AlecBaldwin nails @realDonaldTrump bigly (and/or big league). https://t.câ€¦
782631571811480000,iokua,Null,225964652,0,0,FALSE,29,328,1037,@realDonaldTrump is a real #standupguyNOT #Trumplies https://t.co/LPtiDFYCYK
782631587947147000,GorlovEvgeniy,StephenKing,769940973367468000,0,15711,FALSE,15,117,79,"RT @StephenKing: The more I read about and listen to Donald Trump, the more appalled I am. Not as a Democrat; as a human being. A genuinelyâ€¦"
782631588467085000,chasrmartin,SenFrankNiceley,4233671,0,10,FALSE,4444,4967,414690,RT @SenFrankNiceley: Still waiting for #CNN to produce a tax expert who will say anything wrong with Trump's deductions. #NotHoldingMyBreatâ€¦
782631578107204000,MarcDavidGaudry,JonahDispatch,459612537,0,142,FALSE,587,3302,205453,"RT @JonahNRO: I'm not saying this isn't a political problem for Trump. But as a matter of principle, legal tax avoidance doesn't offend me.."
782631585619276000,GregReid65,SandraSentinel,493724251,0,563,FALSE,2325,4916,16350,"RT @SandraTXAS: If you love America #Trump is the only choice 

#RegisterToVote
#Hillary #ImWithHer ...not!!
#MAGA #AmericaFirst #TrumpPencâ€¦"
782631578904265000,feshdid,Null,885635179,0,0,FALSE,316,813,38117,@ChrisCuomo @MIKEDEE66 @silimtao @nytpolitics Clinton foundation amends at years of tax returns. Oops!
782631579055166000,Tobor8thMan,GeorgeTakei,33293581,0,472,FALSE,13,87,146,RT @GeorgeTakei: The NYT basically challenged Trump to prove their story wrong by showing he DID pay taxes after 1995. But Trump isn't refuâ€¦
782631580208595000,FIEREBLOTTE,panyiszabolcs,1220605500,0,186,FALSE,239,549,32973,RT @panyiszabolcs: Breaking: head of the #Hungary-an National Election Commission says the #QuotaReferendum's turnout expected to be underâ€¦
782631586852278000,GhostofGarvey,Null,3191520470,0,1,FALSE,1844,2239,42410,Don't bury the lead. Trump touts his biz acumen but he lost $1B dollars.  #TrumpTowerTalkingPoint
782631577327198000,JaneGle77506137,politico,758759225468138000,0,58,FALSE,163,479,7296,"RT @politico: Hillary for America releases new video on Trump's comments on women https://t.co/K5a5IbH57b | AP Photo https://t.co/aQ24lBnKES"
782631587393352000,RomanSantoyo,Pevelasco,573860532,0,32,FALSE,162,345,39961,RT @Pevelasco: Gran exclusiva del @nytimes CÃ³mo Trump declarÃ³ pÃ©rdidas de 916M$ en 1995 y pudo haber evitado 18 aÃ±os de impuestos https://tâ€¦
782631588958003000,majid_badaoui,washingtonpost,769709773977780000,0,673,FALSE,17,325,630,"RT @washingtonpost: ""Imagine President Trump."" Another conservative paper can't, endorses first Democrat since 1868. https://t.co/e7EHhqkLLt"
782631578811798000,MANTRAVADI123,Null,715817820764947000,0,0,FALSE,4,2,125896,@realDonaldTrump https://t.co/mfloE4X5oG
782631587200442000,SilviaAstoria,samstein,60576958,0,302,FALSE,220,274,17479,"RT @samsteinhp: Donald Trump randomly accused Hillary Clinton of cheating on Bill last night. 

I mean, it just happened. And we largely moâ€¦"
782631585145238000,richardquimble,MyPenny_x2,79878203,0,21,FALSE,641,874,101495,"RT @MyPenny_x2: #AMJoy Trump didn't pay:
His employees
His contractors
His taxes

And he still lost almost $billion in one year.

That's noâ€¦"
782631579151585000,HOESARTORIUS,Null,3060915307,0,0,FALSE,1151,5,46851,"Trump's unsubstantiated charge that Clinton cheated on her husband is 'fair game,' Giuliani says: Campaign 20... https://t.co/cLUldzMNTn"
782631582008021000,jteore,Null,14955576,0,0,FALSE,291,355,57052,"Fact-Checking Is Largely Irrelevant Because Deceit Is Not Whatâ€™s Causing Moral Outrage, Clintonâ€™s Gender Is https://t.co/jhQVbXcX2m?"
782631587599020000,MarckAnthony_,Null,135367449,1,0,FALSE,1671,702,199282,Tf amber rose gotta do with trump? You make no sense at all  https://t.co/AGdkbYL75r
782631586986549000,hoos30,hankgreen,78403615,0,375,FALSE,737,1040,14841,"RT @hankgreen: So either Trump loses more money than he makes, allowing him to not pay taxes, or he's a business genius who cheats. It kindâ€¦"
782631577780118000,MattMurph24,JoyAnnReid,49800332,0,177,FALSE,32226,23609,1510744,"RT @JoyAnnReid: We now know the talking point being given to Trump supporters re his failure to pay taxes, maybe for 18 years. That's cominâ€¦"
782631582637097000,eclecticbrotha,existentialfish,300642262,0,33,FALSE,50177,2420,519245,RT @existentialfish: if only there were some sort of right-wing version of the media that could have done that. https://t.co/3yrLTrzwOr
782631577763197000,j_z,Null,5789892,0,0,FALSE,404,1601,18159,Just took the quiz â€œTrump Universityâ€ in the Hillary 2016 app -  https://t.co/ujIMNiAqM5 https://t.co/LGHNUkuVlo
782631578463797000,chuckgraef,Null,56513170,0,0,FALSE,558,2003,76201,"@tribelaw @MarkHalperin In '95 economy was booming, DJIA took off like rocket. Business genius Trump seized moment, lost $916 million."
782631582125425000,HarounRashid2,Null,429902840,1,0,FALSE,21775,906,194423,Thankfully Trump hasn't shown up at the tournament but a lot of yobs in the crowd suspiciously like his supporters #RyderCup2016
782631584369377000,catmom001,knittingknots,45649295,0,2,FALSE,378,658,13622,RT @knittingknots: Serial Adulterer Giuliani Is Asked If He Should Be Trump's Point Man On Infidelity https://t.co/6HlcpgYywZ via @crooksanâ€¦
782631586026009000,santo_aol,Null,2195534536,1,1,FALSE,6303,6184,369482,New York Times: Trump may not have paid federal taxes for nearly 20 years https://t.co/3RKTQ518m5
782631580133053000,MoireGarner,Null,924391309,1,0,FALSE,3151,4662,144073,@LisaFray @josiea65 @ABCPolitics I pray he continues to prove his trueness as a fraud &amp; Liar. Trump will destroy USA if electedðŸ˜¢#NeverTrump
782631581957653000,heatherwebb96,BernieSanders,3409443191,0,3645,FALSE,210,451,15473,RT @BernieSanders: Middle class families pay their taxes. But billionaires like Mr. Trump don't have to thanks to their friends in Congress.
782631578698707000,TrumpRollsOn,TheLastRefuge2,4114836339,0,58,FALSE,1901,1365,36163,"RT @TheLastRefuge2: Exclusive: Clinton charities will refile tax returns, audit for other errors https://t.co/8548CggbZp via @Reuters"
782631576098136000,evolution2,dlapplegate1,41669035,0,28,FALSE,1628,4915,254814,"RT @dlapplegate1: ""You do what you say and keep your promise."" What Trump-Issa Just Promised to Do to the Environment https://t.co/R2uOGl1tâ€¦"
782631588853088000,palmerma11,Null,704061950179873000,0,0,FALSE,1,1,1,â€˜Itâ€™s indefensibleâ€™: Jake Tapper scolds Giuliani for â€˜unhingedâ€™ hypocrisy on Clintonâ€™s marriage https://t.co/C0lI73Pcau
782631580397216000,jaiyves,sakirkhader,2718222786,0,30397,FALSE,403,304,11993,RT @sakirkhader: Donald Trump: 'I will look Syrian kids in the face and say go home.' https://t.co/29S7REy916
782631580141363000,emilyolson,Null,14097091,3,0,FALSE,54794,1882,6906,"Strong idea! ""Clinton announces â€˜National Service Reserveâ€™ for millennials"" https://t.co/Nu0YMjBhrb"
782631580506268000,barbwilson978,PaulaJMarcotte,1059220482,0,101,FALSE,17,47,4790,"RT @PaulaJMarcotte: @AriBerman While Trump dog whistles about so-called ""rigged"" elections Republicans have actually rigged them. @amjoyshoâ€¦"
782631585405293000,HuckMS,RubinReport,1245151572,0,642,FALSE,180,679,7980,"RT @RubinReport: Do any of these pundits complaining about Trump's taxes pay a penny more than they're required to? Tax code is broken, blaâ€¦"
782631588387361000,Uhuruhsiempre,ablington,170296342,0,2413,FALSE,9367,10519,217535,"RT @ablington: Dear baby Jesus, please let it have been a Latina housekeeper who broke into a safe at Trump Tower &amp; mailed tax returns to tâ€¦"
782631588014154000,BAMAPERRY,Null,43508994,0,0,FALSE,13123,8829,571882,#tcot @realDonaldTrump #ccot HILLARY CLINTON'S RACIST COMMENTS ABOUT MEXICO AND MEXICANS (Hypocrisy) https://t.co/RNqaGpOSBN via @YouTube
782631584159507000,PhilSerrin,BettyBowers,1033636171,0,367,FALSE,671,0,7214,RT @BettyBowers: Donald Trump doesn't pay any taxes. But most of the people he wants to kick out of America do. Don't worry: He has a planâ€¦
782631588639179000,WilliamLittrell,Null,946547876,0,0,FALSE,240,955,839,"Why, he knew the consequences of backing @HillaryIn2016 why be bothered now? when U cozy up to a snake you're going to be bit #feelthebern ðŸ https://t.co/REoumuhh6W"
782631587741635000,HappyMadison77,drdougboston,239877569,0,4,FALSE,236,481,2206,"RT @Drdougboston: If you are still voting for Trump with his narcissism, nationalism (AKA racism), sexism, lyingism &amp; notaxpayingism - you'â€¦"
782631584558035000,huprice,MaxBoot,15290233,0,84,FALSE,4992,2440,7358,RT @MaxBoot: Compelling comeback from Trump supporter. Maybe this will be official campaign line to @nytimes? https://t.co/bJAFOT9uLs
782631583970890000,RedSwingline1,Null,743144260732523000,0,0,FALSE,17,0,24018,"Steven, the police officer, mentioned that Trump is a bawbag. #NeverTrump"
782631585384391000,takealoadoff57,Null,486803766,0,0,FALSE,788,0,22200,"Trey Gowdy Interviewed by Fox News' Bartiromo - Clinton Scandals, FBI, a... https://t.co/ku4Y2axBWT via @YouTube"
782631576806961000,Sixteenpaws16,CNNPolitics,411123456,0,101,FALSE,451,1965,107623,RT @CNNPolitics: Poll: Hillary Clinton leads Donald Trump in Florida by 4 points after debate https://t.co/UKzPk0RAep via @DavidWright_CNNâ€¦
782631584230810000,GottaLaff,Null,15368940,1,1,FALSE,57089,23965,1142333,""" The statute of limitations ran out long ago..."" https://t.co/1MrQoSS7hz https://t.co/K6iUxv6kiL"
782631581793989000,acornlong,Null,4361378714,3,3,FALSE,267,1351,3225,@FoxNews @HillaryClinton @realDonaldTrump this is junk; Trump by landslide
782631577985684000,EmpressDev,Null,3154030772,1,0,FALSE,564,77,5717,"After the House election ballot comes out - and after I vote in the House election, I'll be releasing my resignation letter immediately."
782631584964809000,Myvote4hillyes,timjhogan,717533272461304000,0,11,FALSE,797,255,34659,"RT @timjhogan: .@SenatorReid Statement on Trump Tax Report:

â€œAs I was saying...""

https://t.co/wHRVy4svBg"
782631584222569000,tabruns,pollreport,224286721,0,26,FALSE,318,319,532819,"RT @pollreport: From what you've seen, heard or read, whoâ€”in your opinionâ€”won the debate?
Clinton 53%
Trump 18%
(ABC/WPost, 9/28-30)
https:â€¦"
